timestamp,ticker,open,high,low,close,volume,return_5m,return_30m,return_1h,volatility_1h,rsi_14,macd,macd_signal,macd_hist,ema_12,ema_26,rel_volume,sentiment_score,reputable_mentions,politician_trades,insider_activity_score,earnings_sentiment,google_trend_score,target_5m_return,target_up_bin
2024-01-02 09:05:00+00:00,META,354.1,354.21,354.1,354.21,913.0,,,,,,0.0,0.0,0.0,354.21,354.21,,0.0,0,0.0,0.0,0.0,,-0.0014940519817331355,0
2024-01-02 09:30:00+00:00,META,354.74,354.74,354.74,354.74,118.0,0.001496287513057304,,,,,0.042279202279189576,0.008455840455837915,0.03382336182335166,354.29153846153844,354.24925925925925,,0.0,0,0.0,0.0,0.0,,-0.0007323943661972088,0
2024-01-02 09:35:00+00:00,META,354.62,355.0,354.5,355.0,2663.0,0.0007329311608501587,,,,,0.09566285987938272,0.02589724434054688,0.06976561553883584,354.4005325443787,354.3048696844993,,0.0,0,0.0,0.0,0.0,,0.0017778028614159336,1
2024-01-02 09:50:00+00:00,META,354.53,354.53,354.37,354.37,866.0,-0.0017746478873239546,,,,,0.08614107754476663,0.03794601098139083,0.0481950665633758,354.3958352298589,354.30969415231414,,0.0,0,0.0,0.0,0.0,,-0.0003667136812411931,0
2024-01-02 09:55:00+00:00,META,354.5,354.5,354.5,354.5,260.0,0.00036684820949850483,,,,,0.08806969733905134,0.04797074825292294,0.040098949086128405,354.41186057911136,354.3237908817723,,0.0,0,0.0,0.0,0.0,,0.0002821670428894141,0
2024-01-02 10:15:00+00:00,META,354.45,354.45,354.4,354.4,1085.0,-0.00028208744710866984,,,,,0.0805998729916837,0.054496573200675094,0.026103299791008602,354.4100358746327,354.329436001641,,0.0,0,0.0,0.0,0.0,,0.0001128795575120467,0
2024-01-02 10:20:00+00:00,META,354.36,354.36,354.36,354.36,106.0,-0.0001128668171556102,0.00042347759803518237,,,,0.07063804624669956,0.057724867809879996,0.012913178436819564,354.40233804776614,354.33170000151944,,0.0,0,0.0,0.0,0.0,,0.00016934801016099676,0
2024-01-02 10:35:00+00:00,META,354.3,354.3,354.3,354.3,200.0,-0.00016931933626818108,-0.0012403450414387729,,,,0.05724187946645998,0.057628270141195995,-0.0003863906747360174,354.3865937327252,354.32935185325874,,0.0,0,0.0,0.0,0.0,,0.0,0
2024-01-02 10:40:00+00:00,META,354.3,354.3,354.3,354.3,310.0,0.0,-0.001971830985915468,,0.0009390521783487621,,0.046093978092017096,0.055321411731360216,-0.00922743363934312,354.37327161999826,354.32717764190625,,0.0,0,0.0,0.0,0.0,,0.00025408655882119824,0
2024-01-02 10:50:00+00:00,META,354.21,354.21,354.21,354.21,271.0,-0.0002540220152413841,-0.0004515054886136127,,0.0008835669559532382,,0.02965509264947741,0.05018814791498366,-0.02053305526550625,354.3481529092293,354.31849781657985,,0.0,0,0.0,0.0,0.0,,0.0005932203389829027,1
2024-01-02 10:55:00+00:00,META,354.1,354.1,354.0,354.0,981.0,-0.0005928686372490555,-0.0014104372355430161,,0.0008538955754130496,,-0.0003144625280242508,0.04008762582638208,-0.04040208835440633,354.29459092319405,354.2949053857221,,0.0,0,0.0,0.0,0.0,,0.0009330732038339562,1
2024-01-02 11:00:00+00:00,META,353.67,353.67,353.67,353.67,261.0,-0.000932203389830466,-0.002059819413092412,,0.0008517891021997992,,-0.05011608595737016,0.022046883469631635,-0.07216296942700179,354.19850001193345,354.2486160978908,,0.0,0,0.0,0.0,0.0,,0.0009056176595443333,1
2024-01-02 11:05:00+00:00,META,353.35,353.35,353.35,353.35,258.0,-0.0009047982582632841,-0.002850208827181344,-0.0024279382287342166,0.0008417472898647605,,-0.11409039393242892,-0.005180572010780475,-0.10890982192164844,354.0679615485591,354.1820519424915,,0.0,0,0.0,0.0,0.0,,0.0009064385462993485,1
2024-01-02 11:10:00+00:00,META,353.03,353.03,353.03,353.03,150.0,-0.0009056176595445553,-0.0035845328817387667,-0.004820431865591779,0.000668985584027885,,-0.18843960509315139,-0.041832378627254654,-0.14660722646589675,353.90827515647305,354.0967147615662,,0.0,0,0.0,0.0,0.0,,0.002926136363636367,1
2024-01-02 11:20:00+00:00,META,352.0,352.0,352.0,352.0,142.0,-0.0029175990709003896,-0.006491673722833768,-0.008450704225352101,0.0008969527926280334,,-0.3267081938362253,-0.09880754166904879,-0.2279006521671765,353.6146943631695,353.94140255700574,,0.0,0,0.0,0.0,0.0,,0.000852999715666769,1
2024-01-02 11:30:00+00:00,META,351.7,351.7,351.7,351.7,901.0,-0.0008522727272727293,-0.007086191807120001,-0.007534497841239385,0.0008344492453582855,,-0.45524673836325746,-0.1700953810078905,-0.28515135735536695,353.320125999605,353.77537273796827,,0.0,0,0.0,0.0,0.0,,0.004340624821520311,1
